Order Date,Order Time,Order Id,Reference Number,Order Source,Sub Total,Total Merchant Tax,Total Tax,Total Discount,Net Payable,ItemName,Item Quantity,Item Total,Item Discount,Item Taxes
15/12/22,3:11:01 PM,LT4KJJMUCQZNM,1.54172E+11,Swiggy,259,23.44,23.44,0,282,Peri Peri Potato Regular Rice Bowl  ,1,259,0,23.44
15/12/22,3:57:32 PM,LTGGCSRL60W3,1.54175E+11,Swiggy,279,20.44,20.44,80,219,Chipotle Chicken Regular Salad ,1,279,80,20.44
15/12/22,4:51:16 PM,LTGGCU9A5H8R,1.54178E+11,Swiggy,951,53.34,53.34,304.32,699.68,Chipotle Chicken Quesadilla  ,1,219,70.08,12.28
15/12/22,4:51:16 PM,LTGGCU9A5H8R,1.54178E+11,Swiggy,951,53.34,53.34,304.32,699.68,Chipotle Chicken Regular Rice Bowl  ,1,279,89.28,15.65
15/12/22,4:51:16 PM,LTGGCU9A5H8R,1.54178E+11,Swiggy,951,53.34,53.34,304.32,699.68,Green Apple Soda ,1,119,38.08,6.67
15/12/22,4:51:16 PM,LTGGCU9A5H8R,1.54178E+11,Swiggy,951,53.34,53.34,304.32,699.68,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,89.28,15.65
15/12/22,4:51:16 PM,LTGGCU9A5H8R,1.54178E+11,Swiggy,951,53.34,53.34,304.32,699.68,Pink Lime Juice ,1,55,17.6,3.08
15/12/22,5:15:17 PM,LTGGCUWZFLOH,1.5418E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Salad ,1,279,80,20.44
15/12/22,5:21:23 PM,LT4KJKN0MQGKA,1.5418E+11,Swiggy,279,24.44,24.44,0,303,Chipotle Chicken Regular Nachos ,1,279,0,24.44
15/12/22,5:38:29 PM,LT4KJKRHMZ3KS,1.54181E+11,Swiggy,279,20.44,20.44,80,219,Mexican Chipotle Paneer Regular  Salad  ,1,279,80,20.44
15/12/22,6:00:55 PM,LTGGCW64FVNH,1.54183E+11,Swiggy,368,39.4,39.4,0,407,Bean Cheese Quesadilla  ,1,169,0,18.09
15/12/22,6:00:55 PM,LTGGCW64FVNH,1.54183E+11,Swiggy,368,39.4,39.4,0,407,Potato Wedges  ,1,139,0,21.31
15/12/22,6:42:20 PM,LTGGCXB9T3W0,1.54185E+11,Swiggy,279,24.44,24.44,0,303,Mexican Chipotle Paneer Regular  Salad  ,1,279,0,24.44
15/12/22,7:20:13 PM,LT4KJLJM4G6XK,1.54187E+11,Swiggy,219,6.94,6.94,80,146,Grilled Bbq Chicken Quesadillas  ,1,219,80,6.94
15/12/22,7:31:35 PM,LT4KJLMNUJ1PQ,4540869248,Zomato,289,0,13.04,43.35,260.65,Peri Peri Chicken Regular Tacos ,1,289,43.35,13.04
15/12/22,7:37:18 PM,LTGGCYTYW9SY,1.54188E+11,Swiggy,827,59.62,59.62,264.63,622.37,Crispy Mushroom Burrito ,1,259,82.88,18.67
15/12/22,7:37:18 PM,LTGGCYTYW9SY,1.54188E+11,Swiggy,827,59.62,59.62,264.63,622.37,Fresh Broccoli Regular Tacos ,1,289,92.48,20.83
15/12/22,7:37:18 PM,LTGGCYTYW9SY,1.54188E+11,Swiggy,827,59.62,59.62,264.63,622.37,Peri Peri Paneer Regular Salad  ,1,279,89.28,20.11
15/12/22,8:28:28 PM,LT4KJM2K50HKM,1.54192E+11,Swiggy,558,40.46,40.46,168.7,429.3,Grilled Bbq Chicken Regular Salad ,2,558,168.7,40.46
15/12/22,8:28:56 PM,LT4KJM2MQI0KI,1.54192E+11,Swiggy,259,19.44,19.44,80,198,Crispy Mushroom Fresh Salad  ,1,259,80,19.44
15/12/22,8:34:59 PM,LTGGD0F6ZC2T,1.54192E+11,Swiggy,279,20.44,20.44,80,219,Mexican Chipotle Paneer Regular  Salad  ,1,279,80,20.44
15/12/22,9:25:54 PM,LTGGD1U1OBKK,1.54195E+11,Swiggy,359,24.44,24.44,80,303,Grilled Bbq Chicken Regular Salad ,1,279,80,24.44
15/12/22,9:38:51 PM,LTGGD26KPFJP,1.54196E+11,Swiggy,558,40.46,40.46,168.7,429.3,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,84.35,20.23
15/12/22,9:38:51 PM,LTGGD26KPFJP,1.54196E+11,Swiggy,558,40.46,40.46,168.7,429.3,Peri Peri Chicken Regular Rice Bowl  ,1,279,84.35,20.23
15/12/22,9:49:33 PM,LTGGD2HFP61G,1.54196E+11,Swiggy,558,43.9,43.9,100,502,Grilled Bbq Chicken Regular Salad ,1,279,50,21.95
15/12/22,9:49:33 PM,LTGGD2HFP61G,1.54196E+11,Swiggy,558,43.9,43.9,100,502,Mexican Chipotle Paneer Regular Burrito ,1,279,50,21.95
15/12/22,9:54:33 PM,LTGGD2M6W8FZ,1.54197E+11,Swiggy,568,40.9,40.9,170.18,438.82,Chipotle Chicken Regular Burrito ,1,279,83.59,20.09
15/12/22,9:54:33 PM,LTGGD2M6W8FZ,1.54197E+11,Swiggy,568,40.9,40.9,170.18,438.82,Chipotle Chicken Regular Tacos ,1,289,86.59,20.81
15/12/22,10:51:39 PM,LTGGD46XT517,1.542E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
15/12/22,11:26:14 PM,LTGGD553H598,1.54202E+11,Swiggy,668,32.52,32.52,227.68,473.32,Chipotle Chicken Quesadilla  ,1,219,101.91,14.56
15/12/22,11:26:14 PM,LTGGD553H598,1.54202E+11,Swiggy,668,32.52,32.52,227.68,473.32,Peri Peri Chicken Regular Tacos ,1,289,125.77,17.96
15/12/22,12:32:16 PM,LTGGCN4C4AKU,1.54163E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
15/12/22,12:40:16 PM,LTGGCNCETE2U,1.54163E+11,Swiggy,548,29.54,29.54,167.19,410.81,Chipotle Chicken Regular Tacos ,1,289,88.17,15.58
15/12/22,12:40:16 PM,LTGGCNCETE2U,1.54163E+11,Swiggy,548,29.54,29.54,167.19,410.81,Vegan Fresh Broccoli  Salad ,1,259,79.02,13.96
15/12/22,12:44:56 PM,LT4KJIINMZSEG,1.54164E+11,Swiggy,818,48.82,48.82,261.75,605.25,Peri Peri Chicken Regular Salad ,1,279,127.68,23.81
15/12/22,12:44:56 PM,LT4KJIINMZSEG,1.54164E+11,Swiggy,818,48.82,48.82,261.75,605.25,Peri Peri Chicken Regular Salad ,1,279,134.07,25.01
16/12/22,1:02:03 PM,LTGGDRNTTQ6O,1.54251E+11,Swiggy,259,19.44,19.44,80,198,Crispy Mushroom Rice Bowl ,1,259,80,19.44
16/12/22,1:03:24 PM,LTGGDRNOXA6V,4539208918,Zomato,217,0,9.22,32.55,184.45,Single Chipotle Paneer Taco ,1,79,11.85,3.36
16/12/22,1:03:24 PM,LTGGDRNOXA6V,4539208918,Zomato,217,0,9.22,32.55,184.45,Single Peri Peri Potato Taco ,2,138,20.7,5.86
16/12/22,1:21:47 PM,LTGGDS67CYLQ,1.54252E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Salad ,1,279,80,20.44
16/12/22,2:18:55 PM,LTGGDTR6O6SI,1.54256E+11,Swiggy,558,40.46,40.46,168.7,429.3,Chipotle Chicken Regular Burrito ,1,279,84.35,20.23
16/12/22,2:18:55 PM,LTGGDTR6O6SI,1.54256E+11,Swiggy,558,40.46,40.46,168.7,429.3,Peri Peri Chicken Regular Burrito ,1,279,84.35,20.23
16/12/22,2:54:03 PM,LTGGDUPRFJFN,1.54258E+11,Swiggy,359,24.44,24.44,80,303,Chipotle Chicken Regular Burrito ,1,279,80,24.44
16/12/22,2:54:44 PM,LT4KJUJ9OWMGA,4538397335,Zomato,279,0,12.62,41.85,252.15,Peri Peri Chicken Regular Rice Bowl ,1,279,41.85,12.62
16/12/22,3:30:06 PM,LTGGDVPIHB0F,1.5426E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Burrito ,1,279,80,20.44
16/12/22,3:42:05 PM,LTGGDW1BQE29,1.54261E+11,Swiggy,279,20.44,20.44,80,219,Chipotle Chicken Regular Rice Bowl  ,1,279,80,20.44
16/12/22,4:02:34 PM,LTGGDWLVA1AM,1.54262E+11,Swiggy,438,39.62,39.62,65.7,412.3,Fajita Veggies Quesadilla  ,1,159,23.85,14.38
16/12/22,4:02:34 PM,LTGGDWLVA1AM,1.54262E+11,Swiggy,438,39.62,39.62,65.7,412.3,Peri Peri Paneer Regular  Nachos ,1,279,41.85,25.24
16/12/22,4:39:55 PM,LT4KJVCCYSKNC,1.54264E+11,Swiggy,279,24.44,24.44,0,303,Grilled Bbq Chicken Regular Salad ,1,279,0,24.44
16/12/22,6:26:59 PM,LTGGE0LBL9IC,1.54271E+11,Swiggy,418,31.4,31.4,0,449,Bean Cheese Quesadilla  ,1,169,0,12.7
16/12/22,6:26:59 PM,LTGGE0LBL9IC,1.54271E+11,Swiggy,418,31.4,31.4,0,449,Fajita Veggies Regular Rice Bowl  ,1,249,0,18.7
16/12/22,6:34:59 PM,LT4KJW820V6RO,1.54271E+11,Swiggy,278,51.9,51.9,80,250,Potato Wedges  ,2,278,80,51.9
16/12/22,6:40:42 PM,LTGGE0YRMAWS,1.54271E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Salad ,1,279,80,20.44
16/12/22,6:44:11 PM,LT4KJWAN97RJU,1.54272E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
16/12/22,7:53:59 PM,LTGGE2ZGZOBP,1.54276E+11,Swiggy,1066,84.8,84.8,0,1151,Chipotle Chicken Regular Tacos ,1,289,0,22.99
16/12/22,7:53:59 PM,LTGGE2ZGZOBP,1.54276E+11,Swiggy,1066,84.8,84.8,0,1151,Grilled Bbq Chicken Quesadillas  ,1,219,0,17.42
16/12/22,7:53:59 PM,LTGGE2ZGZOBP,1.54276E+11,Swiggy,1066,84.8,84.8,0,1151,Grilled Bbq Chicken Regular Burrito ,1,279,0,22.19
16/12/22,7:53:59 PM,LTGGE2ZGZOBP,1.54276E+11,Swiggy,1066,84.8,84.8,0,1151,Peri Peri Chicken Regular Nachos ,1,279,0,22.19
16/12/22,7:58:15 PM,LTGGE33Q15HM,1.54276E+11,Swiggy,279,20.44,20.44,80,219,Chipotle Chicken Regular Burrito ,1,279,80,20.44
16/12/22,8:23:58 PM,LTGGE3T9B5VU,1.54278E+11,Swiggy,359,28.46,28.46,0,387,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,0,28.46
16/12/22,8:36:02 PM,LT4KJX5GFQA88,1.54278E+11,Swiggy,289,20.94,20.94,80,230,Grilled Bbq Chicken Regular Tacos ,1,289,80,20.94
16/12/22,8:39:02 PM,LT4KJX67XU99A,1.54279E+11,Swiggy,558,40.46,40.46,168.7,429.3,Chipotle Chicken Regular Salad ,1,279,84.35,20.23
16/12/22,8:39:02 PM,LT4KJX67XU99A,1.54279E+11,Swiggy,558,40.46,40.46,168.7,429.3,Peri Peri Chicken Regular Burrito ,1,279,84.35,20.23
16/12/22,9:09:47 PM,LTGGE52JG5ZL,1.5428E+11,Swiggy,388,40.4,40.4,0,428,Fajita Veggies Regular Tacos ,1,249,0,25.93
16/12/22,9:09:47 PM,LTGGE52JG5ZL,1.5428E+11,Swiggy,388,40.4,40.4,0,428,Peri Peri Fries ,1,139,0,14.47
16/12/22,9:11:54 PM,LT4KJXFCEEBHQ,1.54281E+11,Swiggy,538,45.08,45.08,56.48,526.52,Crispy Mushroom Fresh Salad  ,1,259,27.19,21.7
16/12/22,9:11:54 PM,LT4KJXFCEEBHQ,1.54281E+11,Swiggy,538,45.08,45.08,56.48,526.52,Mexican Chipotle Paneer Regular  Salad  ,1,279,29.29,23.38
16/12/22,9:14:24 PM,LTGGE56X30SI,1.54281E+11,Swiggy,259,19.44,19.44,80,198,Peri Peri Potato Regular Rice Bowl  ,1,259,80,19.44
16/12/22,9:41:49 PM,LT4KJXNJWICP4,1.54282E+11,Swiggy,797,63.86,63.86,149.98,711.02,Crispy Mushroom Fresh Salad  ,1,259,48.74,20.75
16/12/22,9:41:49 PM,LT4KJXNJWICP4,1.54282E+11,Swiggy,797,63.86,63.86,149.98,711.02,Crispy Mushroom Rice Bowl ,1,259,48.74,20.75
16/12/22,9:41:49 PM,LT4KJXNJWICP4,1.54282E+11,Swiggy,797,63.86,63.86,149.98,711.02,Mexican Chipotle Paneer Regular Rice Bowl  ,1,279,52.5,22.36
16/12/22,10:00:50 PM,LT4KJXSXDMXH2,1.54283E+11,Swiggy,279,20.44,20.44,80,219,Peri Peri Chicken Regular Salad ,1,279,80,20.44
16/12/22,10:12:22 PM,LTGGE6SO7RIW,1.54284E+11,Swiggy,876,61.28,61.28,280.32,656.68,Bbq Paneer Enchiladas(3pc) ,1,299,95.68,20.92
16/12/22,10:12:22 PM,LTGGE6SO7RIW,1.54284E+11,Swiggy,876,61.28,61.28,280.32,656.68,Fajita Veggies Regular Tacos ,1,249,79.68,17.42
16/12/22,10:12:22 PM,LTGGE6SO7RIW,1.54284E+11,Swiggy,876,61.28,61.28,280.32,656.68,Mexican Corn Cheese Quesadilla ,1,189,60.48,13.22
16/12/22,10:12:22 PM,LTGGE6SO7RIW,1.54284E+11,Swiggy,876,61.28,61.28,280.32,656.68,Peri Peri Fries ,1,139,44.48,9.72
16/12/22,10:23:29 PM,LTGGE73QC13S,1.54285E+11,Swiggy,677,47.36,47.36,149.98,574.02,Chipotle Chicken Regular Rice Bowl  ,1,279,61.81,19.52
16/12/22,10:23:29 PM,LTGGE73QC13S,1.54285E+11,Swiggy,677,47.36,47.36,149.98,574.02,Green Apple Soda ,1,119,26.36,8.32
16/12/22,10:23:29 PM,LTGGE73QC13S,1.54285E+11,Swiggy,677,47.36,47.36,149.98,574.02,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,61.81,19.52
16/12/22,10:29:39 PM,LTGGE7AC0GXT,1.54285E+11,Swiggy,279,20.44,20.44,80,219,Peri Peri Paneer Regular Rice Bowl  ,1,279,80,20.44
16/12/22,10:32:48 PM,LTGGE7D7M1G0,1.54285E+11,Swiggy,558,40.46,40.46,168.7,429.3,Chipotle Chicken Regular Salad ,1,279,84.35,20.23
16/12/22,10:32:48 PM,LTGGE7D7M1G0,1.54285E+11,Swiggy,558,40.46,40.46,168.7,429.3,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,84.35,20.23
16/12/22,10:35:41 PM,LTGGE7FKFB5X,1.54286E+11,Swiggy,184,26.52,26.52,73.6,137.4,Peri Peri Fries ,1,139,73.6,26.52
16/12/22,10:54:18 PM,LT4KJY7I04SEG,1.54287E+11,Swiggy,279,20.44,20.44,80,219,Mexican Chipotle Paneer Regular Rice Bowl  ,1,279,80,20.44
16/12/22,11:15:58 PM,LTGGE8JSOFCP,1.54288E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
16/12/22,11:40:49 AM,LTGGDPDZBW0P,1.54246E+11,Swiggy,758,46.84,46.84,241.18,563.82,Peri Peri Chicken Regular Salad ,1,279,114.23,22.18
16/12/22,11:40:49 AM,LTGGDPDZBW0P,1.54246E+11,Swiggy,758,46.84,46.84,241.18,563.82,Peri Peri Chicken Regular Salad ,1,279,126.95,24.66
16/12/22,11:55:44 AM,LT4KJT5XGPXEM,1.54247E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
16/12/22,11:57:13 AM,LTGGDPU0WW2J,4540515438,Zomato,279,0,12.62,41.85,252.15,Peri Peri Chicken Regular Rice Bowl ,1,279,41.85,12.62
16/12/22,11:59:52 AM,LTGGDPWNHG7L,1.54247E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
16/12/22,12:40:57 PM,LTGGDR20LKF8,1.5425E+11,Swiggy,279,20.44,20.44,80,219,Chipotle Chicken Regular Rice Bowl  ,1,279,80,20.44
16/12/22,12:50:49 PM,LTGGDRBLOVK8,1.5425E+11,Swiggy,319,26.46,26.46,0,345,Mexican Chipotle Paneer Regular  Salad  ,1,279,0,26.46
17/12/22,1:13:15 PM,LTGGEVMDZNLT,1.54338E+11,Swiggy,588,41.74,41.74,173.18,456.82,Chipotle Chicken Enchiladas(3pc) ,1,299,88.06,21.22
17/12/22,1:13:15 PM,LTGGEVMDZNLT,1.54338E+11,Swiggy,588,41.74,41.74,173.18,456.82,Grilled Bbq Chicken Regular Tacos ,1,289,85.12,20.52
17/12/22,1:20:22 PM,LTGGEVTPJYHH,1.54339E+11,Swiggy,838,49.5,49.5,268.15,618.85,Fresh Broccoli Regular Salad  ,1,279,127.68,23.57
17/12/22,1:20:22 PM,LTGGEVTPJYHH,1.54339E+11,Swiggy,838,49.5,49.5,268.15,618.85,Peri Peri Chicken Regular Rice Bowl  ,1,279,140.47,25.93
17/12/22,1:31:04 PM,LTGGEW49UGPY,1.54339E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Salad ,1,279,80,20.44
17/12/22,1:31:53 PM,LTGGEW54J6VN,1.54339E+11,Swiggy,558,40.46,40.46,168.7,429.3,Grilled Bbq Chicken Regular Burrito ,1,279,84.35,20.23
17/12/22,1:31:53 PM,LTGGEW54J6VN,1.54339E+11,Swiggy,558,40.46,40.46,168.7,429.3,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,84.35,20.23
17/12/22,1:59:37 PM,LTGGEWWRRQV9,1.54341E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
17/12/22,2:05:11 PM,LTGGEX23QDCW,1.54341E+11,Swiggy,249,18.94,18.94,80,188,Fajita Veggies Regular Rice Bowl  ,1,249,80,18.94
17/12/22,2:32:15 PM,LT4KK5E4UXJSO,1.54343E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
17/12/22,3:11:39 PM,LT4KK5OY0WH5S,1.54345E+11,Swiggy,418,49.26,49.26,62.7,404.3,Chipotle Chicken Regular Rice Bowl  ,1,279,41.85,32.88
17/12/22,3:11:39 PM,LT4KK5OY0WH5S,1.54345E+11,Swiggy,418,49.26,49.26,62.7,404.3,Potato Wedges  ,1,139,20.85,16.38
17/12/22,3:38:17 PM,LTGGEZMLG07H,1.54347E+11,Swiggy,359,24.44,24.44,80,303,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,24.44
17/12/22,4:09:54 PM,LT4KK64WLGJ44,1.54349E+11,Swiggy,259,19.44,19.44,80,198,Crispy Mushroom Fresh Salad  ,1,199,80,19.44
17/12/22,4:59:29 PM,LTGGF1V9UE7O,1.54352E+11,Swiggy,199,16.46,16.46,79.6,135.4,Crispy Mushroom Fresh Salad  ,1,199,79.6,16.46
17/12/22,5:07:27 PM,LTGGF230TPDD,1.54352E+11,Swiggy,688,43.86,43.86,230.66,501.34,Chipotle Chicken Regular Rice Bowl  ,1,279,93.54,17.79
17/12/22,5:07:27 PM,LTGGF230TPDD,1.54352E+11,Swiggy,688,43.86,43.86,230.66,501.34,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,93.54,17.79
17/12/22,5:07:27 PM,LTGGF230TPDD,1.54352E+11,Swiggy,688,43.86,43.86,230.66,501.34,Plain Corn Chips ,1,130,43.58,8.29
17/12/22,5:08:18 PM,LTGGF23Y7MJB,1.54352E+11,Swiggy,279,24.44,24.44,0,303,Grilled Bbq Chicken Regular Salad ,1,279,0,24.44
17/12/22,5:09:09 PM,LT4KK6LC9DG3I,1.54352E+11,Swiggy,279,20.44,20.44,80,219,Peri Peri Chicken Regular Rice Bowl  ,1,279,80,20.44
17/12/22,5:09:59 PM,LT4KK6LOSUMD0,1.54352E+11,Swiggy,159,15.26,15.26,63.6,110.4,Fajita Veggies Quesadilla  ,1,159,63.6,15.26
17/12/22,5:12:43 PM,LTGGF28GCVCF,1.54353E+11,Swiggy,279,20.44,20.44,80,219,Peri Peri Chicken Regular Rice Bowl  ,1,279,80,20.44
17/12/22,6:01:51 PM,LTGGF3KSDTZN,1.54356E+11,Swiggy,279,20.44,20.44,80,219,Mexican Chipotle Paneer Regular  Salad  ,1,279,80,20.44
17/12/22,6:18:58 PM,LTGGF420X1FP,1.54357E+11,Swiggy,359,17.96,17.96,0,377,Chipotle Chicken Quesadilla  ,1,219,0,17.96
17/12/22,6:55:45 PM,LTGGF53ASYWP,1.54359E+11,Swiggy,319,26.46,26.46,0,345,Chipotle Chicken Regular Burrito ,1,279,0,26.46
17/12/22,6:57:21 PM,LTGGF550WIDZ,1.54359E+11,Swiggy,558,40.46,40.46,168.7,429.3,Mexican Chipotle Paneer Regular Burrito ,2,558,168.7,40.46
17/12/22,7:11:49 PM,LTGGF5II9CIL,1.5436E+11,Swiggy,259,8.94,8.94,80,188,Vegan Mushroom Salad ,1,259,80,8.94
17/12/22,7:16:17 PM,LTGGF5NJIY69,1.5436E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
17/12/22,8:50:01 PM,LTGGF883FTJ9,1.54366E+11,Swiggy,558,40.46,40.46,168.7,429.3,Chipotle Chicken Regular Salad ,1,279,84.35,20.23
17/12/22,8:50:01 PM,LTGGF883FTJ9,1.54366E+11,Swiggy,558,40.46,40.46,168.7,429.3,Peri Peri Chicken Regular Burrito ,1,279,84.35,20.23
17/12/22,8:59:33 PM,LTGGF8HJQLAK,1.54366E+11,Swiggy,219,21.44,21.44,0,240,Grilled Bbq Chicken Regular Nachos ,1,219,0,21.44
17/12/22,9:12:16 PM,LT4KK8G8ZZP84,1.54367E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
17/12/22,9:23:13 PM,LTGGF955LM7B,1.54368E+11,Swiggy,359,24.44,24.44,80,303,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,24.44
17/12/22,9:24:11 PM,LTGGF95T7SH4,1.54368E+11,Swiggy,279,24.44,24.44,0,303,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,0,24.44
17/12/22,11:35:21 AM,LT4KK41C6MU92,1.54332E+11,Swiggy,279,20.44,20.44,80,219,Peri Peri Chicken Regular Salad ,1,279,80,20.44
17/12/22,12:49:11 PM,LTGGEUYQ1DB3,1.54337E+11,Swiggy,299,25.44,25.44,0,324,Crispy Mushroom Fresh Salad  ,1,259,0,25.44
18/12/22,1:03:38 PM,LT4KKFQKPKQNO,1.54424E+11,Swiggy,558,40.46,40.46,168.7,429.3,Grilled Bbq Chicken Regular Rice Bowl  ,1,209,84.35,20.23
18/12/22,1:03:38 PM,LT4KKFQKPKQNO,1.54424E+11,Swiggy,558,40.46,40.46,168.7,429.3,Peri Peri Chicken Regular Rice Bowl  ,1,209,84.35,20.23
18/12/22,1:16:11 PM,LT4KKFTZQ7QMQ,1.54425E+11,Swiggy,209,16.94,16.94,80,146,Peri Peri Chicken Regular Salad ,1,209,80,16.94
18/12/22,1:47:54 PM,LTGGG09NBUM8,4530354765,Zomato,1405,0,63.52,210.75,1269.25,Bbq Chicken Regular Nachos ,1,279,41.85,12.62
18/12/22,1:47:54 PM,LTGGG09NBUM8,4530354765,Zomato,1405,0,63.52,210.75,1269.25,Chipotle Chicken Regular Burrito ,1,279,41.85,12.62
18/12/22,1:47:54 PM,LTGGG09NBUM8,4530354765,Zomato,1405,0,63.52,210.75,1269.25,Mexican Chipotle Paneer Regular Tacos ,1,289,43.35,13.04
18/12/22,1:47:54 PM,LTGGG09NBUM8,4530354765,Zomato,1405,0,63.52,210.75,1269.25,Peri Peri Chicken Regular Burrito ,1,279,41.85,12.62
18/12/22,1:47:54 PM,LTGGG09NBUM8,4530354765,Zomato,1405,0,63.52,210.75,1269.25,Peri Peri Paneer Regular Nachos ,1,279,41.85,12.62
18/12/22,1:55:05 PM,LTGGG0HGXM98,1.54427E+11,Swiggy,418,37.9,37.9,80,376,Grilled Bbq Chicken Regular Burrito ,1,209,40,18.95
18/12/22,1:55:05 PM,LTGGG0HGXM98,1.54427E+11,Swiggy,418,37.9,37.9,80,376,Mexican Chipotle Paneer Regular Burrito ,1,209,40,18.95
18/12/22,2:03:35 PM,LTGGG0PHJCAQ,1.54428E+11,Swiggy,259,19.44,19.44,80,198,Crispy Mushroom Fresh Salad  ,1,199,80,19.44
18/12/22,2:10:49 PM,LTGGG0WUAM84,1.54428E+11,Swiggy,209,16.94,16.94,80,146,Grilled Bbq Chicken Regular Rice Bowl  ,1,209,80,16.94
18/12/22,2:14:24 PM,LT4KKG9ZBP58W,4538549295,Zomato,498,0,22.68,74.7,453.31,BBQ Paneer Quesadilla ,1,219,32.85,10.06
18/12/22,2:14:24 PM,LT4KKG9ZBP58W,4538549295,Zomato,498,0,22.68,74.7,453.31,Mexican Chipotle Paneer Regular Rice Bowl ,1,279,41.85,12.62
18/12/22,2:20:33 PM,LTGGG16CM2V1,1.54429E+11,Swiggy,279,20.44,20.44,80,219,Chipotle Chicken Regular Burrito ,1,209,80,20.44
18/12/22,2:24:32 PM,LT4KKGCZ6B8JU,1.54429E+11,Swiggy,209,16.94,16.94,80,146,Peri Peri Chicken Regular Rice Bowl  ,1,209,80,16.94
18/12/22,2:38:09 PM,LT4KKGGJ2JN04,4549179871,Zomato,448,0,20.56,67.2,410.8,Bean Cheese Quesadillas ,1,169,25.35,7.94
18/12/22,2:38:09 PM,LT4KKGGJ2JN04,4549179871,Zomato,448,0,20.56,67.2,410.8,Peri Peri Chicken Regular Rice Bowl ,1,279,41.85,12.62
18/12/22,3:11:58 PM,LTGGG2LTTOZJ,1.54432E+11,Swiggy,209,16.94,16.94,80,146,Grilled Bbq Chicken Regular Rice Bowl  ,1,209,80,16.94
18/12/22,3:12:08 PM,LTGGG2MHB38G,1.54432E+11,Swiggy,209,20.94,20.94,0,230,Mexican Chipotle Paneer Regular  Salad  ,1,209,0,20.94
18/12/22,4:00:43 PM,LTGGG3XJNR1F,1.54435E+11,Swiggy,518,38.76,38.76,162.68,394.32,Mexican Chipotle Paneer Regular  Salad  ,1,209,65.64,15.64
18/12/22,4:00:43 PM,LTGGG3XJNR1F,1.54435E+11,Swiggy,518,38.76,38.76,162.68,394.32,Peri Peri Potato Regular Tacos ,1,269,97.04,23.12
18/12/22,4:58:00 PM,LTGGG5IK5897,1.54438E+11,Swiggy,209,16.94,16.94,80,146,Grilled Bbq Chicken Regular Salad ,1,209,80,16.94
18/12/22,5:14:10 PM,LTGGG5YW8KH9,1.54439E+11,Swiggy,209,20.94,20.94,0,230,Mexican Chipotle Paneer Regular Rice Bowl  ,1,209,0,20.94
18/12/22,5:36:01 PM,LT4KKHTK3BM82,1.5444E+11,Swiggy,209,16.94,16.94,80,146,Grilled Bbq Chicken Regular Rice Bowl  ,1,209,80,16.94
18/12/22,6:29:31 PM,LT4KKI8E7L4FQ,1.54444E+11,Swiggy,439,33.1,33.1,133.84,338.16,Chipotle Chicken Regular Tacos ,1,289,88.11,21.79
18/12/22,6:29:31 PM,LT4KKI8E7L4FQ,1.54444E+11,Swiggy,439,33.1,33.1,133.84,338.16,Corn Chips And Salsa ,1,150,45.73,11.31
18/12/22,7:00:22 PM,LTGGG8VZB4SE,1.54445E+11,Swiggy,209,20.94,20.94,0,230,Peri Peri Chicken Regular Rice Bowl  ,1,209,0,20.94
18/12/22,7:01:31 PM,LTGGG8WU7Q4P,4547817012,Zomato,498,0,22.68,74.7,353.31,Chipotle Chicken Regular Burrito ,1,279,41.85,12.62
